Data,ID,Região,ID do produto,Categoria,Pontos,Column1
12/6/2019,C119,NO,788959641-3,Smartphones e Tablets,745,12
9/2/2019,C040,NE,271951398-9,Produtos para o negócio,702,9
5/7/2019,C210,NE,847676762-5,Produtos para o negócio,924,5
7/30/2019,C149,NO,847676762-5,Produtos para o negócio,903,7
4/24/2019,C084,NO,788959641-3,Smartphones e Tablets,197,4
4/8/2019,C087,CO,281914369-5,Produtos para o negócio,141,4
8/8/2019,C043,CO,281914369-5,Produtos para o negócio,642,8
12/6/2019,C005,CO,782417101-9,Produtos para o negócio,41,12
2/20/2019,C153,NE,847676762-5,Produtos para o negócio,300,2
5/15/2019,C245,CO,271951398-9,Produtos para o negócio,666,5
10/18/2019,C124,SUL,271951398-9,Produtos para o negócio,738,10
2/4/2019,C005,CO,949632246-8,Cozinha,871,2
8/26/2019,C020,SUL,542176934-8,Cozinha,584,8
1/29/2019,C062,SUL,281914369-5,Produtos para o negócio,556,1
3/11/2019,C114,CO,542176934-8,Cozinha,59,3
8/8/2019,C196,CO,782417101-9,Produtos para o negócio,291,8
4/21/2019,C080,SE,733547075-7,Cozinha,614,4
11/1/2019,C148,SUL,271951398-9,Produtos para o negócio,939,11
1/8/2019,C176,NO,733547075-7,Cozinha,680,1
1/21/2019,C170,NO,941254104-X,Smartphones e Tablets,229,1
5/9/2019,C001,CO,847676762-5,Produtos para o negócio,551,5
9/9/2019,C134,SE,271951398-9,Produtos para o negócio,165,9
9/14/2019,C244,SUL,788959641-3,Smartphones e Tablets,255,9
7/10/2019,C212,CO,782417101-9,Produtos para o negócio,180,7
9/5/2019,C256,SUL,949632246-8,Cozinha,986,9
10/24/2019,C132,NE,271951398-9,Produtos para o negócio,198,10
4/16/2019,C136,CO,271951398-9,Produtos para o negócio,310,4
2/25/2019,C158,CO,733547075-7,Cozinha,781,2
11/12/2019,C039,CO,941254104-X,Smartphones e Tablets,76,11
4/5/2019,C139,SE,941254104-X,Smartphones e Tablets,501,4
3/2/2019,C006,NO,281914369-5,Produtos para o negócio,65,3
2/6/2019,C154,SUL,733547075-7,Cozinha,754,2
7/13/2019,C249,SE,094714157-X,Smartphones e Tablets,728,7
12/30/2019,C044,SE,271951398-9,Produtos para o negócio,994,12
1/6/2019,C069,SE,782417101-9,Produtos para o negócio,310,1
8/22/2019,C163,SE,782417101-9,Produtos para o negócio,976,8
11/25/2019,C215,SUL,788959641-3,Smartphones e Tablets,380,11
2/24/2019,C228,SUL,949632246-8,Cozinha,353,2
1/2/2019,C127,CO,941254104-X,Smartphones e Tablets,666,1
7/29/2019,C075,SE,094714157-X,Smartphones e Tablets,930,7
8/23/2019,C026,SUL,782417101-9,Produtos para o negócio,639,8
7/15/2019,C113,NE,788959641-3,Smartphones e Tablets,439,7
4/3/2019,C213,NO,847676762-5,Produtos para o negócio,26,4
11/11/2019,C133,CO,847676762-5,Produtos para o negócio,320,11
12/10/2019,C022,SUL,782417101-9,Produtos para o negócio,493,12
6/3/2019,C212,CO,782417101-9,Produtos para o negócio,182,6
7/11/2019,C253,SE,941254104-X,Smartphones e Tablets,188,7
7/7/2019,C117,SUL,949632246-8,Cozinha,925,7
10/26/2019,C087,CO,271951398-9,Produtos para o negócio,554,10
7/14/2019,C027,NO,542176934-8,Cozinha,502,7
3/12/2019,C051,SUL,542176934-8,Cozinha,906,3
9/26/2019,C170,NO,782417101-9,Produtos para o negócio,849,9
9/23/2019,C074,CO,733547075-7,Cozinha,685,9
5/4/2019,C220,NO,281914369-5,Produtos para o negócio,647,5
6/7/2019,C133,CO,847676762-5,Produtos para o negócio,85,6
4/24/2019,C113,NE,782417101-9,Produtos para o negócio,791,4
5/15/2019,C012,NO,847676762-5,Produtos para o negócio,811,5
7/18/2019,C122,NO,281914369-5,Produtos para o negócio,656,7
9/4/2019,C024,NE,847676762-5,Produtos para o negócio,119,9
4/4/2019,C135,NE,941254104-X,Smartphones e Tablets,750,4
10/10/2019,C136,CO,949632246-8,Cozinha,997,10
11/15/2019,C037,SE,788959641-3,Smartphones e Tablets,154,11
4/26/2019,C013,CO,949632246-8,Cozinha,725,4
9/10/2019,C244,SUL,094714157-X,Smartphones e Tablets,899,9
8/17/2019,C176,NO,271951398-9,Produtos para o negócio,785,8
1/28/2019,C194,SE,847676762-5,Produtos para o negócio,326,1
9/2/2019,C085,CO,941254104-X,Smartphones e Tablets,861,9
1/1/2019,C037,SE,847676762-5,Produtos para o negócio,741,1
11/7/2019,C042,NO,788959641-3,Smartphones e Tablets,749,11
3/13/2019,C029,CO,281914369-5,Produtos para o negócio,253,3
2/28/2019,C241,SUL,941254104-X,Smartphones e Tablets,893,2
3/17/2019,C121,SE,847676762-5,Produtos para o negócio,473,3
6/9/2019,C037,SE,782417101-9,Produtos para o negócio,356,6
2/2/2019,C160,SUL,847676762-5,Produtos para o negócio,363,2
10/17/2019,C091,CO,949632246-8,Cozinha,88,10
8/15/2019,C173,CO,788959641-3,Smartphones e Tablets,634,8
7/4/2019,C092,NE,733547075-7,Cozinha,993,7
3/9/2019,C222,NO,281914369-5,Produtos para o negócio,238,3
11/3/2019,C087,CO,782417101-9,Produtos para o negócio,252,11
9/25/2019,C230,NE,788959641-3,Smartphones e Tablets,37,9
8/29/2019,C110,SUL,094714157-X,Smartphones e Tablets,399,8
7/3/2019,C186,SUL,782417101-9,Produtos para o negócio,591,7
10/21/2019,C201,NE,782417101-9,Produtos para o negócio,779,10
5/8/2019,C200,CO,094714157-X,Smartphones e Tablets,809,5
7/18/2019,C126,NE,281914369-5,Produtos para o negócio,100,7
12/1/2019,C167,NO,094714157-X,Smartphones e Tablets,585,12
8/14/2019,C236,NO,281914369-5,Produtos para o negócio,809,8
12/25/2019,C224,CO,949632246-8,Cozinha,930,12
9/4/2019,C255,SUL,542176934-8,Cozinha,335,9
9/5/2019,C032,SUL,733547075-7,Cozinha,299,9
2/6/2019,C214,NE,847676762-5,Produtos para o negócio,656,2
6/29/2019,C059,NE,281914369-5,Produtos para o negócio,742,6
7/15/2019,C190,NO,941254104-X,Smartphones e Tablets,134,7
3/5/2019,C128,CO,094714157-X,Smartphones e Tablets,498,3
8/25/2019,C030,CO,733547075-7,Cozinha,538,8
12/26/2019,C102,SE,949632246-8,Cozinha,887,12
11/17/2019,C075,SE,941254104-X,Smartphones e Tablets,580,11
12/10/2019,C234,SUL,782417101-9,Produtos para o negócio,689,12
3/20/2019,C232,SE,542176934-8,Cozinha,524,3
12/9/2019,C108,NE,788959641-3,Smartphones e Tablets,475,12
4/28/2019,C133,CO,094714157-X,Smartphones e Tablets,476,4
12/10/2019,C158,CO,788959641-3,Smartphones e Tablets,360,12
6/24/2019,C229,NE,271951398-9,Produtos para o negócio,741,6
8/10/2019,C085,CO,094714157-X,Smartphones e Tablets,418,8
3/4/2019,C095,NE,542176934-8,Cozinha,94,3
1/24/2019,C133,CO,281914369-5,Produtos para o negócio,468,1
4/30/2019,C259,CO,788959641-3,Smartphones e Tablets,832,4
8/27/2019,C198,NE,281914369-5,Produtos para o negócio,127,8
7/3/2019,C008,SE,941254104-X,Smartphones e Tablets,277,7
11/27/2019,C233,SUL,941254104-X,Smartphones e Tablets,264,11
7/18/2019,C250,CO,271951398-9,Produtos para o negócio,650,7
1/16/2019,C215,SUL,847676762-5,Produtos para o negócio,355,1
6/26/2019,C059,NE,847676762-5,Produtos para o negócio,795,6
10/9/2019,C109,NE,788959641-3,Smartphones e Tablets,256,10
10/5/2019,C076,SUL,949632246-8,Cozinha,208,10
3/8/2019,C068,NE,782417101-9,Produtos para o negócio,386,3
12/15/2019,C200,CO,847676762-5,Produtos para o negócio,913,12
12/16/2019,C118,SUL,271951398-9,Produtos para o negócio,501,12
9/1/2019,C136,CO,949632246-8,Cozinha,862,9
4/24/2019,C224,CO,094714157-X,Smartphones e Tablets,382,4
4/4/2019,C105,CO,094714157-X,Smartphones e Tablets,203,4
4/1/2019,C135,NE,271951398-9,Produtos para o negócio,138,4
6/21/2019,C156,NO,542176934-8,Cozinha,849,6
2/21/2019,C006,NO,542176934-8,Cozinha,51,2
4/23/2019,C242,SE,281914369-5,Produtos para o negócio,584,4
9/11/2019,C027,NO,788959641-3,Smartphones e Tablets,92,9
7/28/2019,C166,CO,281914369-5,Produtos para o negócio,884,7
10/4/2019,C198,NE,941254104-X,Smartphones e Tablets,501,10
12/9/2019,C116,NO,094714157-X,Smartphones e Tablets,757,12
8/17/2019,C173,CO,949632246-8,Cozinha,153,8
7/22/2019,C223,SUL,788959641-3,Smartphones e Tablets,187,7
9/26/2019,C188,NE,542176934-8,Cozinha,453,9
6/19/2019,C003,NO,788959641-3,Smartphones e Tablets,696,6
11/29/2019,C228,SUL,941254104-X,Smartphones e Tablets,216,11
5/13/2019,C198,NE,271951398-9,Produtos para o negócio,608,5
7/24/2019,C174,SUL,788959641-3,Smartphones e Tablets,550,7
7/5/2019,C109,NE,949632246-8,Cozinha,498,7
6/27/2019,C040,NE,094714157-X,Smartphones e Tablets,785,6
10/5/2019,C166,CO,847676762-5,Produtos para o negócio,205,10
3/29/2019,C020,SUL,281914369-5,Produtos para o negócio,57,3
2/2/2019,C075,SE,949632246-8,Cozinha,460,2
2/10/2019,C120,CO,941254104-X,Smartphones e Tablets,782,2
1/15/2019,C057,CO,941254104-X,Smartphones e Tablets,799,1
3/23/2019,C013,CO,782417101-9,Produtos para o negócio,684,3
12/12/2019,C105,CO,094714157-X,Smartphones e Tablets,423,12
5/18/2019,C066,CO,542176934-8,Cozinha,508,5
12/19/2019,C176,NO,094714157-X,Smartphones e Tablets,82,12
7/7/2019,C114,CO,949632246-8,Cozinha,835,7
2/13/2019,C073,NO,281914369-5,Produtos para o negócio,333,2
12/29/2019,C210,NE,733547075-7,Cozinha,917,12
12/27/2019,C200,CO,949632246-8,Cozinha,643,12
1/29/2019,C058,NO,281914369-5,Produtos para o negócio,895,1
10/6/2019,C261,SUL,949632246-8,Cozinha,77,10
4/14/2019,C176,NO,271951398-9,Produtos para o negócio,205,4
9/10/2019,C088,SUL,941254104-X,Smartphones e Tablets,605,9
6/27/2019,C050,NE,782417101-9,Produtos para o negócio,915,6
3/31/2019,C071,NO,733547075-7,Cozinha,538,3
12/19/2019,C136,CO,094714157-X,Smartphones e Tablets,438,12
6/29/2019,C002,CO,782417101-9,Produtos para o negócio,200,6
10/16/2019,C211,CO,788959641-3,Smartphones e Tablets,510,10
6/20/2019,C211,CO,733547075-7,Cozinha,978,6
2/27/2019,C019,SE,949632246-8,Cozinha,711,2
8/8/2019,C033,NE,733547075-7,Cozinha,739,8
9/3/2019,C086,SE,949632246-8,Cozinha,952,9
6/9/2019,C218,NE,847676762-5,Produtos para o negócio,580,6
8/23/2019,C115,SE,847676762-5,Produtos para o negócio,341,8
3/22/2019,C254,NO,949632246-8,Cozinha,893,3
11/4/2019,C066,CO,847676762-5,Produtos para o negócio,654,11
2/6/2019,C253,SE,782417101-9,Produtos para o negócio,248,2
5/24/2019,C151,NO,733547075-7,Cozinha,363,5
12/31/2019,C050,NE,941254104-X,Smartphones e Tablets,76,12
8/30/2019,C238,SE,542176934-8,Cozinha,698,8
6/3/2019,C071,NO,847676762-5,Produtos para o negócio,715,6
5/2/2019,C025,SUL,941254104-X,Smartphones e Tablets,351,5
9/25/2019,C144,NE,542176934-8,Cozinha,117,9
1/20/2019,C094,NE,847676762-5,Produtos para o negócio,810,1
9/15/2019,C160,SUL,788959641-3,Smartphones e Tablets,908,9
5/7/2019,C066,CO,788959641-3,Smartphones e Tablets,397,5
4/30/2019,C216,SE,788959641-3,Smartphones e Tablets,308,4
8/17/2019,C147,NO,733547075-7,Cozinha,472,8
3/11/2019,C049,SUL,542176934-8,Cozinha,476,3
7/21/2019,C058,NO,094714157-X,Smartphones e Tablets,392,7
12/26/2019,C011,NO,941254104-X,Smartphones e Tablets,551,12
1/26/2019,C192,SUL,271951398-9,Produtos para o negócio,292,1
11/8/2019,C106,CO,281914369-5,Produtos para o negócio,600,11
10/26/2019,C163,SE,733547075-7,Cozinha,529,10
9/2/2019,C247,CO,733547075-7,Cozinha,814,9
10/22/2019,C001,CO,733547075-7,Cozinha,667,10
7/4/2019,C244,SUL,941254104-X,Smartphones e Tablets,150,7
7/10/2019,C068,NE,094714157-X,Smartphones e Tablets,96,7
10/25/2019,C169,CO,782417101-9,Produtos para o negócio,845,10
11/12/2019,C082,SE,094714157-X,Smartphones e Tablets,698,11
2/13/2019,C006,NO,281914369-5,Produtos para o negócio,906,2
7/27/2019,C043,CO,949632246-8,Cozinha,430,7
4/4/2019,C163,SE,941254104-X,Smartphones e Tablets,127,4
1/12/2019,C140,NO,941254104-X,Smartphones e Tablets,286,1
5/25/2019,C031,SUL,847676762-5,Produtos para o negócio,284,5
8/31/2019,C222,NO,281914369-5,Produtos para o negócio,276,8
6/16/2019,C241,SUL,788959641-3,Smartphones e Tablets,33,6
3/28/2019,C230,NE,542176934-8,Cozinha,516,3
8/9/2019,C171,NE,542176934-8,Cozinha,970,8
10/24/2019,C213,NO,788959641-3,Smartphones e Tablets,215,10
12/12/2019,C150,CO,847676762-5,Produtos para o negócio,354,12
3/15/2019,C137,CO,733547075-7,Cozinha,366,3
8/26/2019,C037,SE,941254104-X,Smartphones e Tablets,212,8
2/7/2019,C085,CO,949632246-8,Cozinha,473,2
1/13/2019,C089,SUL,782417101-9,Produtos para o negócio,964,1
4/27/2019,C136,CO,271951398-9,Produtos para o negócio,516,4
6/1/2019,C132,NE,542176934-8,Cozinha,931,6
9/17/2019,C116,NO,782417101-9,Produtos para o negócio,935,9
10/2/2019,C169,CO,271951398-9,Produtos para o negócio,796,10
10/19/2019,C241,SUL,542176934-8,Cozinha,552,10
4/30/2019,C169,CO,094714157-X,Smartphones e Tablets,513,4
3/3/2019,C065,SUL,847676762-5,Produtos para o negócio,427,3
1/23/2019,C201,NE,733547075-7,Cozinha,984,1
1/24/2019,C043,CO,542176934-8,Cozinha,320,1
3/9/2019,C076,SUL,733547075-7,Cozinha,455,3
11/18/2019,C104,SE,542176934-8,Cozinha,161,11
4/25/2019,C085,CO,847676762-5,Produtos para o negócio,402,4
5/20/2019,C196,CO,094714157-X,Smartphones e Tablets,564,5
4/1/2019,C013,CO,542176934-8,Cozinha,553,4
11/21/2019,C226,SUL,733547075-7,Cozinha,567,11
12/11/2019,C248,NE,542176934-8,Cozinha,276,12
10/6/2019,C018,SUL,542176934-8,Cozinha,851,10
7/21/2019,C198,NE,847676762-5,Produtos para o negócio,204,7
11/23/2019,C253,SE,847676762-5,Produtos para o negócio,323,11
6/5/2019,C064,SUL,782417101-9,Produtos para o negócio,220,6
2/3/2019,C161,SUL,271951398-9,Produtos para o negócio,691,2
7/2/2019,C009,NO,281914369-5,Produtos para o negócio,939,7
7/4/2019,C163,SE,094714157-X,Smartphones e Tablets,542,7
6/24/2019,C004,SE,281914369-5,Produtos para o negócio,388,6
7/11/2019,C083,NE,733547075-7,Cozinha,903,7
9/5/2019,C038,SE,949632246-8,Cozinha,364,9
10/10/2019,C232,SE,782417101-9,Produtos para o negócio,371,10
7/7/2019,C179,NO,094714157-X,Smartphones e Tablets,946,7
2/20/2019,C055,SUL,281914369-5,Produtos para o negócio,316,2
12/9/2019,C013,CO,788959641-3,Smartphones e Tablets,88,12
12/14/2019,C179,NO,733547075-7,Cozinha,688,12
5/7/2019,C001,CO,733547075-7,Cozinha,795,5
10/18/2019,C083,NE,847676762-5,Produtos para o negócio,571,10
9/25/2019,C193,NO,782417101-9,Produtos para o negócio,155,9
7/2/2019,C225,SUL,949632246-8,Cozinha,191,7
2/22/2019,C011,NO,847676762-5,Produtos para o negócio,471,2
4/26/2019,C207,CO,941254104-X,Smartphones e Tablets,370,4
9/7/2019,C212,CO,949632246-8,Cozinha,599,9
5/15/2019,C107,NO,542176934-8,Cozinha,563,5
8/18/2019,C089,SUL,788959641-3,Smartphones e Tablets,379,8
11/4/2019,C080,SE,271951398-9,Produtos para o negócio,766,11
5/31/2019,C080,SE,542176934-8,Cozinha,286,5
7/3/2019,C007,NE,094714157-X,Smartphones e Tablets,113,7
7/13/2019,C101,SUL,941254104-X,Smartphones e Tablets,258,7
7/1/2019,C183,NE,733547075-7,Cozinha,882,7
8/15/2019,C207,CO,949632246-8,Cozinha,920,8
8/9/2019,C225,SUL,094714157-X,Smartphones e Tablets,411,8
4/17/2019,C085,CO,847676762-5,Produtos para o negócio,853,4
4/7/2019,C224,CO,941254104-X,Smartphones e Tablets,754,4
6/3/2019,C172,SE,847676762-5,Produtos para o negócio,497,6
2/28/2019,C131,NO,733547075-7,Cozinha,420,2
1/7/2019,C236,NO,788959641-3,Smartphones e Tablets,926,1
2/19/2019,C224,CO,782417101-9,Produtos para o negócio,483,2
11/25/2019,C193,NO,271951398-9,Produtos para o negócio,738,11
9/13/2019,C078,NO,271951398-9,Produtos para o negócio,678,9
9/10/2019,C174,SUL,281914369-5,Produtos para o negócio,394,9
6/28/2019,C093,NE,542176934-8,Cozinha,618,6
12/22/2019,C026,SUL,782417101-9,Produtos para o negócio,56,12
4/25/2019,C218,NE,281914369-5,Produtos para o negócio,861,4
8/9/2019,C110,SUL,271951398-9,Produtos para o negócio,779,8
10/2/2019,C065,SUL,782417101-9,Produtos para o negócio,825,10
6/10/2019,C041,SUL,847676762-5,Produtos para o negócio,494,6
5/31/2019,C183,NE,094714157-X,Smartphones e Tablets,537,5
1/29/2019,C249,SE,941254104-X,Smartphones e Tablets,991,1
4/9/2019,C139,SE,788959641-3,Smartphones e Tablets,759,4
4/26/2019,C255,SUL,788959641-3,Smartphones e Tablets,206,4
10/1/2019,C138,NE,788959641-3,Smartphones e Tablets,157,10
5/31/2019,C243,SE,941254104-X,Smartphones e Tablets,223,5
6/16/2019,C120,CO,941254104-X,Smartphones e Tablets,204,6
6/2/2019,C219,SE,271951398-9,Produtos para o negócio,886,6
9/10/2019,C061,NO,847676762-5,Produtos para o negócio,340,9
2/2/2019,C042,NO,733547075-7,Cozinha,115,2
3/10/2019,C245,CO,941254104-X,Smartphones e Tablets,432,3
3/12/2019,C029,CO,788959641-3,Smartphones e Tablets,735,3
9/18/2019,C143,SE,094714157-X,Smartphones e Tablets,414,9
3/22/2019,C008,SE,542176934-8,Cozinha,291,3
6/8/2019,C037,SE,094714157-X,Smartphones e Tablets,915,6
10/15/2019,C080,SE,542176934-8,Cozinha,423,10
3/12/2019,C203,NE,094714157-X,Smartphones e Tablets,149,3
4/5/2019,C047,NE,782417101-9,Produtos para o negócio,32,4
2/26/2019,C117,SUL,281914369-5,Produtos para o negócio,193,2
5/19/2019,C101,SUL,788959641-3,Smartphones e Tablets,466,5
5/27/2019,C212,CO,949632246-8,Cozinha,753,5
12/10/2019,C129,SUL,949632246-8,Cozinha,191,12
6/11/2019,C138,NE,542176934-8,Cozinha,917,6
10/4/2019,C098,SUL,788959641-3,Smartphones e Tablets,816,10
10/12/2019,C106,CO,271951398-9,Produtos para o negócio,226,10
7/3/2019,C070,NE,542176934-8,Cozinha,450,7
11/29/2019,C202,SE,281914369-5,Produtos para o negócio,428,11
2/25/2019,C044,SE,542176934-8,Cozinha,688,2
6/17/2019,C178,SUL,542176934-8,Cozinha,736,6
2/14/2019,C184,SE,271951398-9,Produtos para o negócio,743,2
4/30/2019,C241,SUL,281914369-5,Produtos para o negócio,207,4
4/24/2019,C163,SE,782417101-9,Produtos para o negócio,603,4
1/6/2019,C237,NO,281914369-5,Produtos para o negócio,540,1
8/19/2019,C151,NO,271951398-9,Produtos para o negócio,969,8
7/9/2019,C248,NE,733547075-7,Cozinha,867,7
10/26/2019,C225,SUL,094714157-X,Smartphones e Tablets,745,10
6/28/2019,C126,NE,949632246-8,Cozinha,863,6
6/19/2019,C053,NO,788959641-3,Smartphones e Tablets,941,6
7/3/2019,C054,NO,782417101-9,Produtos para o negócio,328,7
9/8/2019,C230,NE,094714157-X,Smartphones e Tablets,547,9
8/30/2019,C066,CO,094714157-X,Smartphones e Tablets,279,8
11/8/2019,C170,NO,847676762-5,Produtos para o negócio,591,11
11/17/2019,C218,NE,281914369-5,Produtos para o negócio,87,11
3/9/2019,C094,NE,941254104-X,Smartphones e Tablets,485,3
7/20/2019,C259,CO,542176934-8,Cozinha,115,7
4/19/2019,C044,SE,788959641-3,Smartphones e Tablets,408,4
6/21/2019,C094,NE,949632246-8,Cozinha,940,6
11/25/2019,C197,SE,281914369-5,Produtos para o negócio,196,11
3/11/2019,C038,SE,542176934-8,Cozinha,302,3
4/3/2019,C243,SE,271951398-9,Produtos para o negócio,173,4
3/19/2019,C164,NE,949632246-8,Cozinha,914,3
2/1/2019,C156,NO,782417101-9,Produtos para o negócio,755,2
8/24/2019,C241,SUL,788959641-3,Smartphones e Tablets,370,8
2/5/2019,C243,SE,542176934-8,Cozinha,867,2
4/19/2019,C240,SE,782417101-9,Produtos para o negócio,309,4
3/24/2019,C029,CO,271951398-9,Produtos para o negócio,343,3
4/11/2019,C124,SUL,847676762-5,Produtos para o negócio,687,4
4/26/2019,C061,NO,281914369-5,Produtos para o negócio,955,4
7/27/2019,C090,NO,782417101-9,Produtos para o negócio,119,7
11/14/2019,C002,CO,949632246-8,Cozinha,943,11
3/30/2019,C122,NO,847676762-5,Produtos para o negócio,26,3
12/24/2019,C112,NE,094714157-X,Smartphones e Tablets,746,12
2/22/2019,C131,NO,542176934-8,Cozinha,699,2
9/15/2019,C155,SE,733547075-7,Cozinha,569,9
4/16/2019,C216,SE,094714157-X,Smartphones e Tablets,237,4
6/2/2019,C076,SUL,094714157-X,Smartphones e Tablets,146,6
4/30/2019,C088,SUL,733547075-7,Cozinha,678,4
11/23/2019,C014,SE,847676762-5,Produtos para o negócio,455,11
10/1/2019,C198,NE,782417101-9,Produtos para o negócio,379,10
3/15/2019,C203,NE,847676762-5,Produtos para o negócio,571,3
9/26/2019,C082,SE,542176934-8,Cozinha,37,9
8/24/2019,C024,NE,847676762-5,Produtos para o negócio,715,8
10/24/2019,C263,SE,094714157-X,Smartphones e Tablets,901,10
4/28/2019,C052,SE,271951398-9,Produtos para o negócio,243,4
9/12/2019,C204,NE,733547075-7,Cozinha,496,9
1/15/2019,C185,SUL,788959641-3,Smartphones e Tablets,180,1
1/14/2019,C098,SUL,733547075-7,Cozinha,227,1
8/29/2019,C186,SUL,788959641-3,Smartphones e Tablets,518,8
11/20/2019,C165,CO,847676762-5,Produtos para o negócio,252,11
2/13/2019,C075,SE,281914369-5,Produtos para o negócio,393,2
2/16/2019,C132,NE,782417101-9,Produtos para o negócio,410,2
9/6/2019,C253,SE,949632246-8,Cozinha,693,9
3/20/2019,C046,SE,788959641-3,Smartphones e Tablets,743,3
3/14/2019,C248,NE,847676762-5,Produtos para o negócio,46,3
12/5/2019,C227,NE,094714157-X,Smartphones e Tablets,283,12
5/24/2019,C029,CO,941254104-X,Smartphones e Tablets,900,5
12/24/2019,C080,SE,542176934-8,Cozinha,896,12
6/19/2019,C025,SUL,782417101-9,Produtos para o negócio,456,6
9/19/2019,C008,SE,941254104-X,Smartphones e Tablets,620,9
7/18/2019,C255,SUL,094714157-X,Smartphones e Tablets,345,7
3/31/2019,C226,SUL,941254104-X,Smartphones e Tablets,456,3
10/12/2019,C073,NO,949632246-8,Cozinha,484,10
9/11/2019,C056,CO,542176934-8,Cozinha,723,9
1/29/2019,C132,NE,949632246-8,Cozinha,695,1
6/26/2019,C073,NO,949632246-8,Cozinha,616,6
10/13/2019,C060,SE,094714157-X,Smartphones e Tablets,545,10
10/8/2019,C262,NO,094714157-X,Smartphones e Tablets,151,10
11/4/2019,C132,NE,788959641-3,Smartphones e Tablets,883,11
